0x006708d8	..\Data\MsgDat\
0x007656e8	target_goto_rank=
0x007656fc	target_character=
0x00765710	_INF:CommandSpeciallyRankUp# 
0x00765730	[Output_CommandRankDown::get_length] move_character_size[%d] is over than 32.\n
0x00765780	[Output_CommandRankDown::output_to_stream] move_character_size[%d] is over than 32.\n
0x007657d8	exec_character_achievement=
0x007657f4	_INF:CommandRankDown# 
0x0076580c	_INF:CommandCardAppointment# 
0x0076582c	[Output_CommandCardDismisal::get_length] move_character_size[%d] is over than 32.\n
0x00765880	[Output_CommandCardDismisal::output_to_stream] move_character_size[%d] is over than 32.\n
0x007658dc	_INF:CommandCardDismisal# 
0x007658f8	[Output_CommandCardResignation::get_length] move_character_size[%d] is over than 32.\n
0x00765950	[Output_CommandCardResignation::output_to_stream] move_character_size[%d] is over than 32.\n
0x007659ac	_INF:CommandCardResignation# 
0x007659cc	_INF:NotifyCardLoss# 
0x007659e4	_INF:NotifyCardLossMovedSpot# 
0x00765a04	[Input_RequestInformationEmptySeat::input_from_stream] ranks_size[%d] is over than 21.\n
0x00765a5c	[Input_CommandRankUp::input_from_stream] move_character_size[%d] is over than 32.\n
0x00765ab0	[Input_CommandSpeciallyRankUp::input_from_stream] move_character_size[%d] is over than 32.\n
0x00765b0c	[Input_CommandSpeciallyRankUp::input_from_stream] down_achievement_character_size[%d] is over than 2000.\n
0x00765b78	[Input_CommandRankDown::input_from_stream] move_character_size[%d] is over than 32.\n
0x00765bd0	[Input_CommandCardDismisal::input_from_stream] move_character_size[%d] is over than 32.\n
0x00765c2c	[Input_CommandCardResignation::input_from_stream] move_character_size[%d] is over than 32.\n
0x00765ce8	LobbySessionLoginNG
0x00765cfc	LobbySessionLoginOK
0x00765d10	LobbySessionLoginRequest
0x00765d2c	LobbyCommandDeleteCharacter
0x00765d48	LobbyCommandExtensionCharacterCharge
0x00765d70	LobbyResponseInformationSession
0x00765d90	LobbyRequestInformationSession
0x00765db0	LobbyResponseInformationCharacterCharge
0x00765dd8	LobbyRequestInformationCharacterCharge
0x00765e00	LobbyLoginNG
0x00765e10	LobbyLoginOK
0x00765e20	LobbyLoginRequest
0x00765e34	warning=
0x00765e40	_INF:LobbyLoginOK# 
0x00765e54	error_code=
0x00765e60	_INF:LobbyLoginNG# 
0x00765e74	entry_state=
0x00765e84	next_session[%d]={
0x00765e98	_INF:LobbyResponseInformationCharacterCharge# 
0x00765ec8	_INF:LobbyResponseInformationSession# 
0x00765ef0	_INF:LobbyCommandExtensionCharacterCharge# 
0x00765f1c	_INF:LobbyCommandDeleteCharacter# 
0x00765f40	auth_code=
0x00765f4c	port=
0x00765f54	ipaddress=
0x00765f60	_INF:LobbySessionLoginOK# 
0x00765f7c	_INF:LobbySessionLoginNG# 
0x00765f98	account[%d]={
0x00765fa8	ver_minor=
0x00765fb4	ver_major=
0x00765fc4	code[4]={
0x00765fd0	_INF:LobbyLoginRequest# 
0x00765fec	_INF:LobbyRequestInformationCharacterCharge# 
0x0076601c	_INF:LobbyRequestInformationSession# 
0x00766044	_INF:LobbySessionLoginRequest# 
0x00766064	[Output_LobbyLoginRequest::get_length] account_size[%d] is over than 17.\n
0x007660b0	[Output_LobbyLoginRequest::output_to_stream] account_size[%d] is over than 17.\n
0x00766100	[Input_LobbyLoginNG::input_from_stream] error_msg_size[%d] is over than 128.\n
0x00766150	[Input_InformationCharacterCharge::input_from_stream] character_size[%d] is over than 1.\n
0x007661ac	[Input_InformationCharacterCharge::input_from_stream] next_session_size[%d] is over than 1.\n
0x0076620c	[Input_LobbyResponseInformationCharacterCharge::input_from_stream] information_size[%d] is over than 2.\n
0x00766278	[Input_LobbyResponseInformationSession::input_from_stream] information_size[%d] is over than 64.\n
0x007662dc	[Input_LobbySessionLoginNG::input_from_stream] error_msg_size[%d] is over than 128.\n
0x00766334	[Output_LGLoginRequest::output_to_stream] error_msg_size[%d] is over than %d.\n
0x00766384	[Output_LGLoginRequest::output_to_stream] passwd_size[%d] is over than %d.\n
0x007663d0	[Output_LGLoginRequest::output_to_stream] account_size[%d] is over than %d.\n
0x00766448	NotifyNPCReInitialize
0x00766460	CommandNPCInitializeComplete
0x00766480	NPCDockingNG
0x00766490	NPCDockingOK
0x007664a0	NPCDockingRequest
0x007664b4	_INF:NPCDockingOK# 
0x007664c8	_INF:NPCDockingNG# 
0x007664dc	_INF:CommandNPCInitializeComplete# 
0x00766500	_INF:NotifyNPCReInitialize# 
0x00766520	_INF:NPCDockingRequest# 
0x0076653c	[Input_NPCDockingNG::input_from_stream] error_msg_size[%d] is over than 256.\n
0x007665fc	NotifySearch
0x0076660c	NotifySuppliedFuel
0x00766620	NotifyMovedBase
0x00766630	NotifyEnterGridEnd
0x00766644	NotifyEnterGridBegin
0x0076665c	NotifyLeaveOutGrid
0x00766670	NotifyMovedGrid
0x00766680	CommandSwitchMode
0x00766694	CommandLoadTroop
0x007666a8	CommandUnloadTroop
0x007666bc	CommandSearch
0x007666cc	CommandSupplyFuel
0x007666e0	CommandMoveGrid
0x007666f0	CommandMoveBase
0x00766700	_INF:CommandMoveBase# 
0x00766718	Erange=
0x00766720	_INF:CommandMoveGrid# 
0x00766738	_INF:CommandSupplyFuel# 
0x00766754	_INF:CommandSearch# 
0x0076676c	[Output_CommandUnloadTroop::get_length] unload_unit_size[%d] is over than 3.\n
0x007667bc	[Output_CommandUnloadTroop::output_to_stream] unload_unit_size[%d] is over than 3.\n
0x00766810	unload_unit[%d]={
0x00766824	_INF:CommandUnloadTroop# 
0x00766840	[Output_CommandLoadTroop::get_length] load_unit_size[%d] is over than 3.\n
0x0076688c	[Output_CommandLoadTroop::output_to_stream] load_unit_size[%d] is over than 3.\n
0x007668dc	load_unit[%d]={
0x007668ec	_INF:CommandLoadTroop# 
0x00766904	[Output_CommandSwitchMode::get_length] move_character_size[%d] is over than 10.\n
0x00766958	[Output_CommandSwitchMode::get_length] unit_size[%d] is over than 70.\n
0x007669a0	[Output_CommandSwitchMode::output_to_stream] move_character_size[%d] is over than 10.\n
0x007669f8	[Output_CommandSwitchMode::output_to_stream] unit_size[%d] is over than 70.\n
0x00766a48	_INF:CommandSwitchMode# 
0x00766a64	_INF:NotifyMovedGrid# 
0x00766a7c	_INF:NotifyLeaveOutGrid# 
0x00766a98	is_tactics=
0x00766aa4	_INF:NotifyEnterGridBegin# 
0x00766ac0	_INF:NotifyEnterGridEnd# 
0x00766adc	_INF:NotifyMovedBase# 
0x00766af4	_INF:NotifySuppliedFuel# 
0x00766b10	about_unit=
0x00766b1c	about_unit[%d]={
0x00766b30	search_info[%d]={
0x00766b44	_INF:NotifySearch# 
0x00766b58	[Input_CommandUnloadTroop::input_from_stream] unload_unit_size[%d] is over than 3.\n
0x00766bac	[Input_CommandLoadTroop::input_from_stream] load_unit_size[%d] is over than 3.\n
0x00766bfc	[Input_CommandSwitchMode::input_from_stream] move_character_size[%d] is over than 10.\n
0x00766c54	[Input_CommandSwitchMode::input_from_stream] unit_size[%d] is over than 70.\n
0x00766ca4	[Input_NotifyMovedGrid::input_from_stream] unit_size[%d] is over than 70.\n
0x00766cf0	[Input_NotifyLeaveOutGrid::input_from_stream] unit_size[%d] is over than 70.\n
0x00766d40	[Input_NotifyMovedBase::input_from_stream] move_character_size[%d] is over than 10.\n
0x00766d98	[Input_NotifySuppliedFuel::input_from_stream] unit_size[%d] is over than 70.\n
0x00766de8	[Input_SearchEnemyInfo::input_from_stream] about_unit_size[%d] is over than 2.\n
0x00766e38	[Input_NotifySearch::input_from_stream] search_info_size[%d] is over than 225.\n
0x00766e90	CommandMoveInstitutionSpot
0x00766eac	_INF:CommandMoveInstitutionSpot# 
0x00766f10	GlobalChat
0x00766f1c	SSGameLoginOK
0x00766f2c	SSGameLoginRequest
0x00766f40	SSCharacterIDResponce
0x00766f58	SSCharacterIDRequest
0x00766f70	SSLoginNG
0x00766f7c	SSLoginOK
0x00766f88	SSLoginRequest
0x00766f98	_INF:SSLoginOK# 
0x00766fac	_INF:SSLoginNG# 
0x00766fc0	_INF:SSCharacterIDResponce# 
0x00766fe0	_INF:SSGameLoginOK# 
0x00766ff8	[Output_GlobalChat::get_length] chat_size[%d] is over than 128.\n
0x0076703c	[Output_GlobalChat::output_to_stream] chat_size[%d] is over than 128.\n
0x00767084	chat[%d]={
0x00767090	_INF:GlobalChat# 
0x007670a4	_INF:SSLoginRequest# 
0x007670bc	_INF:SSCharacterIDRequest# 
0x007670d8	_INF:SSGameLoginRequest# 
0x007670f4	[Input_GlobalChat::input_from_stream] chat_size[%d] is over than 128.\n
0x0076713c	[Output_SSLoginRequest::get_length] account_size[%d] is over than 17.\n
0x00767184	[Output_SSLoginRequest::output_to_stream] account_size[%d] is over than 17.\n
0x007671d4	[Input_SSLoginNG::input_from_stream] error_msg_size[%d] is over than 128.\n
0x00767320	NotifyTactics
0x00767330	CommandSpotUnicastChat
0x00767348	CommandSpotChat
0x00767358	CommandGridChat
0x00767368	CommandSetPrivateAccountRate
0x00767388	CommandSetReturnBase
0x007673a0	CommandSetUnitDistributePriority
0x007673c4	CommandSetOfflineDirection
0x007673e0	CommandSetWillMessage
0x007673f8	CommandSetTogether
0x0076740c	NotifyCommandMail
0x00767420	CommandReplyOrderSuggestMail
0x00767440	CommandOrderSuggestMail
0x00767458	CommandDeleteMail
0x0076746c	CommandReadMail
0x0076747c	CommandSendMail
0x0076748c	CommandMessenger
0x007674a0	CommandMessengerConnection
0x007674bc	CommandMessengerStatus
0x007674d4	CommandDeleteMailAddress
0x007674f0	CommandExchangeMailAddress
0x0076750c	NotifyInformationMail
0x00767524	TransactionInformationMailEnd
0x00767544	TransactionInformationMailBegin
0x00767564	ResponseInformationMessengerStatus
0x00767588	RequestInformationMessengerStatus
0x007675ac	ResponseInformationMailAddress
0x007675cc	RequestInformationMailAddress
0x007675ec	ResponseGridInitialize
0x00767604	RequestGridInitialize
0x0076761c	ResponseWorldInitialize
0x00767634	RequestWorldInitialize
0x0076764c	_INF:ResponseWorldInitialize# 
0x0076766c	_INF:ResponseGridInitialize# 
0x0076768c	[Output_SimpleInformationCharacter::get_length] charged_base_size[%d] is over than 4.\n
0x007676e4	[Output_SimpleInformationCharacter::get_length] outfit_size[%d] is over than 1.\n
0x00767738	[Output_SimpleInformationCharacter::get_length] card_size[%d] is over than 16.\n
0x00767788	[Output_SimpleInformationCharacter::get_length] display_name_size[%d] is over than 13.\n
0x007677e0	[Output_SimpleInformationCharacter::output_to_stream] charged_base_size[%d] is over than 4.\n
0x00767840	[Output_SimpleInformationCharacter::output_to_stream] outfit_size[%d] is over than 1.\n
0x00767898	[Output_SimpleInformationCharacter::output_to_stream] card_size[%d] is over than 16.\n
0x007678f0	[Output_SimpleInformationCharacter::output_to_stream] display_name_size[%d] is over than 13.\n
0x00767950	ladder=
0x00767958	_INF:ResponseInformationMailAddress# 
0x00767980	status=
0x00767988	_INF:ResponseInformationMessengerStatus# 
0x007679bc	is_unread=
0x007679c8	_INF:TransactionInformationMailBegin# 
0x007679f0	_INF:TransactionInformationMailEnd# 
0x00767a18	[Output_InformationMail::get_length] body_size[%d] is over than 512.\n
0x00767a60	[Output_InformationMail::get_length] subject_size[%d] is over than 128.\n
0x00767aac	[Output_InformationMail::output_to_stream] body_size[%d] is over than 512.\n
0x00767af8	[Output_InformationMail::output_to_stream] subject_size[%d] is over than 128.\n
0x00767b48	body[%d]={
0x00767b54	subject[%d]={
0x00767b64	refer_id=
0x00767b70	_INF:NotifyInformationMail# 
0x00767b90	is_exchange_ok=
0x00767ba0	sequence=
0x00767bac	_INF:CommandExchangeMailAddress# 
0x00767bd0	_INF:CommandDeleteMailAddress# 
0x00767bf0	_INF:CommandMessengerStatus# 
0x00767c10	is_connect_ok=
0x00767c20	disconnect=
0x00767c2c	_INF:CommandMessengerConnection# 
0x00767c50	[Output_CommandMessenger::get_length] body_size[%d] is over than 512.\n
0x00767c98	[Output_CommandMessenger::output_to_stream] body_size[%d] is over than 512.\n
0x00767ce8	_INF:CommandMessenger# 
0x00767d00	_INF:CommandSendMail# 
0x00767d18	_INF:CommandReadMail# 
0x00767d30	_INF:CommandDeleteMail# 
0x00767d4c	order_suggest_type=
0x00767d60	_INF:CommandOrderSuggestMail# 
0x00767d80	_INF:CommandReplyOrderSuggestMail# 
0x00767da4	_INF:NotifyCommandMail# 
0x00767dc0	_INF:CommandSetTogether# 
0x00767ddc	[Output_CommandSetWillMessage::get_length] message_size[%d] is over than 65.\n
0x00767e2c	[Output_CommandSetWillMessage::output_to_stream] message_size[%d] is over than 65.\n
0x00767e80	_INF:CommandSetWillMessage# 
0x00767ea0	tactics=
0x00767eac	announcement=
0x00767ebc	suggested=
0x00767ec8	commanded=
0x00767ed4	_INF:CommandSetOfflineDirection# 
0x00767ef8	priorities[7]={
0x00767f08	_INF:CommandSetUnitDistributePriority# 
0x00767f30	_INF:CommandSetReturnBase# 
0x00767f4c	private_account=
0x00767f60	_INF:CommandSetPrivateAccountRate# 
0x00767f84	[Output_CommandGridChat::get_length] message_size[%d] is over than 65.\n
0x00767fcc	[Output_CommandGridChat::output_to_stream] message_size[%d] is over than 65.\n
0x0076801c	cast_type=
0x00768028	_INF:CommandGridChat# 
0x00768040	[Output_CommandSpotChat::get_length] message_size[%d] is over than 65.\n
0x00768088	[Output_CommandSpotChat::output_to_stream] message_size[%d] is over than 65.\n
0x007680d8	_INF:CommandSpotChat# 
0x007680f0	[Output_CommandSpotUnicastChat::get_length] message_size[%d] is over than 65.\n
0x00768140	[Output_CommandSpotUnicastChat::output_to_stream] message_size[%d] is over than 65.\n
0x00768198	to_id=
0x007681a0	_INF:CommandSpotUnicastChat# 
0x007681c0	_INF:NotifyTactics# 
0x007681d8	_INF:RequestWorldInitialize# 
0x007681f8	_INF:RequestGridInitialize# 
0x00768218	_INF:RequestInformationMailAddress# 
0x00768240	_INF:RequestInformationMessengerStatus# 
0x0076826c	[Input_SimpleInformationCharacter::input_from_stream] charged_base_size[%d] is over than 4.\n
0x007682cc	[Input_SimpleInformationCharacter::input_from_stream] outfit_size[%d] is over than 1.\n
0x00768324	[Input_SimpleInformationCharacter::input_from_stream] card_size[%d] is over than 16.\n
0x0076837c	[Input_SimpleInformationCharacter::input_from_stream] display_name_size[%d] is over than 13.\n
0x007683dc	[Input_CommandMessenger::input_from_stream] body_size[%d] is over than 512.\n
0x0076842c	[Input_InformationMail::input_from_stream] body_size[%d] is over than 512.\n
0x00768478	[Input_InformationMail::input_from_stream] subject_size[%d] is over than 128.\n
0x007684c8	[Input_CommandSetWillMessage::input_from_stream] message_size[%d] is over than 65.\n
0x0076851c	[Input_CommandGridChat::input_from_stream] message_size[%d] is over than 65.\n
0x0076856c	[Input_CommandSpotChat::input_from_stream] message_size[%d] is over than 65.\n
0x007685bc	[Input_CommandSpotUnicastChat::input_from_stream] message_size[%d] is over than 65.\n
0x00768614	[Input_ResponseInformationMailAddress::input_from_stream] information_size[%d] is over than 100.\n
0x00768678	[Input_ResponseInformationMessengerStatus::input_from_stream] information_size[%d] is over than 101.\n
0x00768728	NotifyFinishStrategyPlan
0x00768744	NotifyDeleteOutfit
0x00768758	CommandDeleteOutfit
0x0076876c	NotifyCreateOutfitEnd
0x00768784	NotifyCreateOutfitBegin
0x0076879c	CommandCreateOutfit
0x007687b0	CommandAnnouncement
0x007687c4	CommandWithdrawalPlan
0x007687dc	CommandMakePlan
0x007687ec	motion_start_time=
0x00768800	_INF:CommandMakePlan# 
0x00768818	_INF:CommandWithdrawalPlan# 
0x00768838	character_id=
0x00768848	outfit_id=
0x00768854	outfit_flag=
0x00768864	_INF:CommandAnnouncement# 
0x00768880	[Output_CommandCreateOutfit::get_length] move_troops_size[%d] is over than 24.\n
0x007688d0	[Output_CommandCreateOutfit::get_length] move_ships_size[%d] is over than 99.\n
0x00768920	[Output_CommandCreateOutfit::output_to_stream] move_troops_size[%d] is over than 24.\n
0x00768978	[Output_CommandCreateOutfit::output_to_stream] move_ships_size[%d] is over than 99.\n
0x007689d0	max_crew=
0x007689dc	max_troop=
0x007689e8	move_troops[%d]={
0x007689fc	move_ships[%d]={
0x00768a10	_INF:CommandCreateOutfit# 
0x00768a2c	_INF:NotifyCreateOutfitBegin# 
0x00768a4c	_INF:NotifyCreateOutfitEnd# 
0x00768a6c	[Output_CommandDeleteOutfit::get_length] crew_unit_size[%d] is over than 720.\n
0x00768abc	[Output_CommandDeleteOutfit::get_length] transport_unit_size[%d] is over than 600.\n
0x00768b10	[Output_CommandDeleteOutfit::get_length] ship_unit_size[%d] is over than 60.\n
0x00768b60	[Output_CommandDeleteOutfit::get_length] flag_unit_size[%d] is over than 10.\n
0x00768bb0	[Output_CommandDeleteOutfit::output_to_stream] crew_unit_size[%d] is over than 720.\n
0x00768c08	[Output_CommandDeleteOutfit::output_to_stream] transport_unit_size[%d] is over than 600.\n
0x00768c64	[Output_CommandDeleteOutfit::output_to_stream] ship_unit_size[%d] is over than 60.\n
0x00768cb8	[Output_CommandDeleteOutfit::output_to_stream] flag_unit_size[%d] is over than 10.\n
0x00768d0c	crew_unit[%d]={
0x00768d1c	transport_unit[%d]={
0x00768d34	ship_unit[%d]={
0x00768d44	flag_unit[%d]={
0x00768d54	_INF:CommandDeleteOutfit# 
0x00768d70	parentage_achievement=
0x00768d88	_INF:NotifyFinishStrategyPlan# 
0x00768da8	[Input_CommandCreateOutfit::input_from_stream] move_troops_size[%d] is over than 24.\n
0x00768e00	[Input_CommandCreateOutfit::input_from_stream] move_ships_size[%d] is over than 99.\n
0x00768e58	[Input_CommandDeleteOutfit::input_from_stream] crew_unit_size[%d] is over than 720.\n
0x00768eb0	[Input_CommandDeleteOutfit::input_from_stream] transport_unit_size[%d] is over than 600.\n
0x00768f0c	[Input_CommandDeleteOutfit::input_from_stream] ship_unit_size[%d] is over than 60.\n
0x00768f60	[Input_CommandDeleteOutfit::input_from_stream] flag_unit_size[%d] is over than 10.\n
0x007691cc	NotifyFinishOccupation
0x007691e4	NotifyBlackHoleSuction
0x007691fc	NotifyMoraleDown
0x00769210	NotifyShootBase
0x00769220	NotifyConfusionRecoveredUnit
0x00769240	NotifyConfusionUnit
0x00769254	NotifyMissionResult
0x00769268	NotifyOutfitAchievement
0x00769280	NotifyCharacterAchievement
0x0076929c	NotifyChangedAuthority
0x007692b4	NotifyEmergencySupplyBase
0x007692d0	NotifySortie
